index,time,lat,lon,tempanomaly
3885,2023-03-15,-47.00,31.00,1.39
3886,2023-03-15,-47.00,33.00,1.23
3887,2023-03-15,-47.00,35.00,1.23
3888,2023-03-15,-47.00,37.00,0.35
3889,2023-03-15,-47.00,39.00,0.35
3890,2023-03-15,-47.00,41.00,0.88
3891,2023-03-15,-47.00,43.00,1.05
3892,2023-03-15,-47.00,45.00,1.09
3893,2023-03-15,-47.00,47.00,1.13
3894,2023-03-15,-47.00,49.00,0.79
3895,2023-03-15,-47.00,51.00,-0.20
3896,2023-03-15,-47.00,53.00,-0.20
3897,2023-03-15,-47.00,55.00,1.40
3898,2023-03-15,-47.00,57.00,1.40
3899,2023-03-15,-47.00,59.00,1.45
3900,2023-03-15,-47.00,61.00,1.46
3901,2023-03-15,-47.00,63.00,1.42
3902,2023-03-15,-47.00,65.00,1.37
3903,2023-03-15,-47.00,67.00,1.37
3904,2023-03-15,-47.00,69.00,1.37
3905,2023-03-15,-47.00,71.00,1.37
3906,2023-03-15,-47.00,73.00,1.21
3907,2023-03-15,-47.00,75.00,1.21
3908,2023-03-15,-47.00,77.00,1.25
3909,2023-03-15,-47.00,79.00,1.27
3910,2023-03-15,-47.00,81.00,1.25
3911,2023-03-15,-47.00,83.00,1.23
3912,2023-03-15,-47.00,85.00,1.21
3913,2023-03-15,-47.00,87.00,1.16
3914,2023-03-15,-47.00,89.00,1.16
3915,2023-03-15,-47.00,91.00,1.06
3916,2023-03-15,-47.00,93.00,1.06
3917,2023-03-15,-47.00,95.00,0.99
3918,2023-03-15,-47.00,97.00,0.97
3919,2023-03-15,-47.00,99.00,0.87
3920,2023-03-15,-47.00,101.00,0.78
3921,2023-03-15,-47.00,103.00,0.70
3922,2023-03-15,-47.00,105.00,0.48
3923,2023-03-15,-47.00,107.00,0.48
3924,2023-03-15,-47.00,109.00,0.37
3925,2023-03-15,-47.00,111.00,0.37
3926,2023-03-15,-47.00,113.00,0.28
3927,2023-03-15,-47.00,115.00,0.26
3928,2023-03-15,-47.00,117.00,0.24
3929,2023-03-15,-47.00,119.00,0.22
3930,2023-03-15,-47.00,121.00,0.23
3931,2023-03-15,-47.00,123.00,0.27
3932,2023-03-15,-47.00,125.00,0.27
3933,2023-03-15,-47.00,127.00,0.28
3934,2023-03-15,-47.00,129.00,0.28
3935,2023-03-15,-47.00,131.00,0.32
3936,2023-03-15,-47.00,133.00,0.34
3937,2023-03-15,-47.00,135.00,0.43
3938,2023-03-15,-47.00,137.00,0.52
3939,2023-03-15,-47.00,139.00,0.57
3940,2023-03-15,-47.00,141.00,0.73
3941,2023-03-15,-47.00,143.00,0.73
3942,2023-03-15,-47.00,145.00,0.90
3943,2023-03-15,-47.00,147.00,0.90
3944,2023-03-15,-47.00,149.00,0.99
3945,2023-03-15,-47.00,151.00,1.02
3946,2023-03-15,-47.00,153.00,1.13
3947,2023-03-15,-47.00,155.00,1.24
3948,2023-03-15,-47.00,157.00,1.31
3949,2023-03-15,-47.00,159.00,1.50
3950,2023-03-15,-47.00,161.00,1.50
3951,2023-03-15,-47.00,163.00,1.65
3952,2023-03-15,-47.00,165.00,1.65
3953,2023-03-15,-47.00,167.00,0.86
3954,2023-03-15,-47.00,169.00,0.59
3955,2023-03-15,-47.00,171.00,1.07
3956,2023-03-15,-47.00,173.00,1.54
3957,2023-03-15,-47.00,175.00,1.53
3958,2023-03-15,-47.00,177.00,1.48
3959,2023-03-15,-47.00,179.00,1.48
3960,2023-03-15,-45.00,-179.00,1.50
3961,2023-03-15,-45.00,-177.00,1.52
3962,2023-03-15,-45.00,-175.00,1.60
3963,2023-03-15,-45.00,-173.00,1.64
3964,2023-03-15,-45.00,-171.00,1.69
3965,2023-03-15,-45.00,-169.00,1.73
3966,2023-03-15,-45.00,-167.00,1.73
3967,2023-03-15,-45.00,-165.00,1.70
3968,2023-03-15,-45.00,-163.00,1.69
3969,2023-03-15,-45.00,-161.00,1.62
3970,2023-03-15,-45.00,-159.00,1.61
3971,2023-03-15,-45.00,-157.00,1.52
3972,2023-03-15,-45.00,-155.00,1.46
3973,2023-03-15,-45.00,-153.00,1.36
3974,2023-03-15,-45.00,-151.00,1.25
3975,2023-03-15,-45.00,-149.00,1.16
3976,2023-03-15,-45.00,-147.00,0.97
3977,2023-03-15,-45.00,-145.00,0.93
3978,2023-03-15,-45.00,-143.00,0.66
3979,2023-03-15,-45.00,-141.00,0.63
3980,2023-03-15,-45.00,-139.00,0.47
3981,2023-03-15,-45.00,-137.00,0.39
3982,2023-03-15,-45.00,-135.00,0.29
3983,2023-03-15,-45.00,-133.00,0.20
3984,2023-03-15,-45.00,-131.00,0.13
3985,2023-03-15,-45.00,-129.00,0.02
3986,2023-03-15,-45.00,-127.00,0.00
3987,2023-03-15,-45.00,-125.00,-0.14
3988,2023-03-15,-45.00,-123.00,-0.13
3989,2023-03-15,-45.00,-121.00,-0.09
3990,2023-03-15,-45.00,-119.00,-0.06
3991,2023-03-15,-45.00,-117.00,-0.03
3992,2023-03-15,-45.00,-115.00,0.00
3993,2023-03-15,-45.00,-113.00,-0.01
3994,2023-03-15,-45.00,-111.00,-0.03
3995,2023-03-15,-45.00,-109.00,-0.03
3996,2023-03-15,-45.00,-107.00,-0.05
3997,2023-03-15,-45.00,-105.00,-0.05
3998,2023-03-15,-45.00,-103.00,-0.01
3999,2023-03-15,-45.00,-101.00,0.01
4000,2023-03-15,-45.00,-99.00,0.05
4001,2023-03-15,-45.00,-97.00,0.10
4002,2023-03-15,-45.00,-95.00,0.12
4003,2023-03-15,-45.00,-93.00,0.16
4004,2023-03-15,-45.00,-91.00,0.16
4005,2023-03-15,-45.00,-89.00,0.18
4006,2023-03-15,-45.00,-87.00,0.19
4007,2023-03-15,-45.00,-85.00,0.28
4008,2023-03-15,-45.00,-83.00,0.34
4009,2023-03-15,-45.00,-81.00,0.35
4010,2023-03-15,-45.00,-79.00,0.37
4011,2023-03-15,-45.00,-77.00,0.36
4012,2023-03-15,-45.00,-75.00,0.35
4013,2023-03-15,-45.00,-73.00,0.33
4014,2023-03-15,-45.00,-71.00,0.66
4015,2023-03-15,-45.00,-69.00,0.72
4016,2023-03-15,-45.00,-67.00,1.10
4017,2023-03-15,-45.00,-65.00,1.33
4018,2023-03-15,-45.00,-63.00,1.36
4019,2023-03-15,-45.00,-61.00,1.38
4020,2023-03-15,-45.00,-59.00,1.49
4021,2023-03-15,-45.00,-57.00,1.67
4022,2023-03-15,-45.00,-55.00,1.69
4023,2023-03-15,-45.00,-53.00,1.87
4024,2023-03-15,-45.00,-51.00,1.88
4025,2023-03-15,-45.00,-49.00,1.97
4026,2023-03-15,-45.00,-47.00,2.04
4027,2023-03-15,-45.00,-45.00,2.16
4028,2023-03-15,-45.00,-43.00,2.28
4029,2023-03-15,-45.00,-41.00,2.30
4030,2023-03-15,-45.00,-39.00,2.25
4031,2023-03-15,-45.00,-37.00,2.24
4032,2023-03-15,-45.00,-35.00,2.26
4033,2023-03-15,-45.00,-33.00,2.28
4034,2023-03-15,-45.00,-31.00,2.41
4035,2023-03-15,-45.00,-29.00,2.46
4036,2023-03-15,-45.00,-27.00,2.45
4037,2023-03-15,-45.00,-25.00,2.44
4038,2023-03-15,-45.00,-23.00,2.38
4039,2023-03-15,-45.00,-21.00,2.28
4040,2023-03-15,-45.00,-19.00,2.25
4041,2023-03-15,-45.00,-17.00,2.03
4042,2023-03-15,-45.00,-15.00,1.99
4043,2023-03-15,-45.00,-13.00,1.81
4044,2023-03-15,-45.00,-11.00,1.73
4045,2023-03-15,-45.00,-9.00,1.69
4046,2023-03-15,-45.00,-7.00,1.64
4047,2023-03-15,-45.00,-5.00,1.61
4048,2023-03-15,-45.00,-3.00,1.52
4049,2023-03-15,-45.00,-1.00,1.50
4050,2023-03-15,-45.00,1.00,1.27
4051,2023-03-15,-45.00,3.00,1.27
4052,2023-03-15,-45.00,5.00,1.26
4053,2023-03-15,-45.00,7.00,1.29
4054,2023-03-15,-45.00,9.00,1.27
4055,2023-03-15,-45.00,11.00,1.25
4056,2023-03-15,-45.00,13.00,1.21
4057,2023-03-15,-45.00,15.00,1.22
4058,2023-03-15,-45.00,17.00,1.23
4059,2023-03-15,-45.00,19.00,1.70
4060,2023-03-15,-45.00,21.00,1.77
4061,2023-03-15,-45.00,23.00,1.95
4062,2023-03-15,-45.00,25.00,1.96
4063,2023-03-15,-45.00,27.00,1.85
4064,2023-03-15,-45.00,29.00,1.74
4065,2023-03-15,-45.00,31.00,1.69
4066,2023-03-15,-45.00,33.00,1.57
4067,2023-03-15,-45.00,35.00,1.56
4068,2023-03-15,-45.00,37.00,1.35
4069,2023-03-15,-45.00,39.00,1.33
4070,2023-03-15,-45.00,41.00,1.24
4071,2023-03-15,-45.00,43.00,1.22
4072,2023-03-15,-45.00,45.00,1.26
4073,2023-03-15,-45.00,47.00,1.29
4074,2023-03-15,-45.00,49.00,1.32
4075,2023-03-15,-45.00,51.00,1.39
4076,2023-03-15,-45.00,53.00,1.40
4077,2023-03-15,-45.00,55.00,1.58
4078,2023-03-15,-45.00,57.00,1.60
4079,2023-03-15,-45.00,59.00,1.67
4080,2023-03-15,-45.00,61.00,1.70
4081,2023-03-15,-45.00,63.00,1.70
4082,2023-03-15,-45.00,65.00,1.69
4083,2023-03-15,-45.00,67.00,1.64
4084,2023-03-15,-45.00,69.00,1.50
4085,2023-03-15,-45.00,71.00,1.47
4086,2023-03-15,-45.00,73.00,1.37
4087,2023-03-15,-45.00,75.00,1.37
4088,2023-03-15,-45.00,77.00,1.41
4089,2023-03-15,-45.00,79.00,1.42
4090,2023-03-15,-45.00,81.00,1.38
4091,2023-03-15,-45.00,83.00,1.34
4092,2023-03-15,-45.00,85.00,1.30
4093,2023-03-15,-45.00,87.00,1.24
4094,2023-03-15,-45.00,89.00,1.23
4095,2023-03-15,-45.00,91.00,1.13
4096,2023-03-15,-45.00,93.00,1.13
4097,2023-03-15,-45.00,95.00,1.10
4098,2023-03-15,-45.00,97.00,1.08
4099,2023-03-15,-45.00,99.00,1.00
4100,2023-03-15,-45.00,101.00,0.93
4101,2023-03-15,-45.00,103.00,0.84
4102,2023-03-15,-45.00,105.00,0.68
4103,2023-03-15,-45.00,107.00,0.66
4104,2023-03-15,-45.00,109.00,0.55
4105,2023-03-15,-45.00,111.00,0.54
4106,2023-03-15,-45.00,113.00,0.44
4107,2023-03-15,-45.00,115.00,0.39
4108,2023-03-15,-45.00,117.00,0.37
4109,2023-03-15,-45.00,119.00,0.35
4110,2023-03-15,-45.00,121.00,0.35
4111,2023-03-15,-45.00,123.00,0.36
4112,2023-03-15,-45.00,125.00,0.35
4113,2023-03-15,-45.00,127.00,0.31
4114,2023-03-15,-45.00,129.00,0.32
4115,2023-03-15,-45.00,131.00,0.36
4116,2023-03-15,-45.00,133.00,0.39
4117,2023-03-15,-45.00,135.00,0.48
4118,2023-03-15,-45.00,137.00,0.57
4119,2023-03-15,-45.00,139.00,0.65
4120,2023-03-15,-45.00,141.00,0.80
4121,2023-03-15,-45.00,143.00,0.83
4122,2023-03-15,-45.00,145.00,0.72
4123,2023-03-15,-45.00,147.00,0.73
4124,2023-03-15,-45.00,149.00,0.79
4125,2023-03-15,-45.00,151.00,1.04
4126,2023-03-15,-45.00,153.00,1.14
4127,2023-03-15,-45.00,155.00,1.24
4128,2023-03-15,-45.00,157.00,1.32
4129,2023-03-15,-45.00,159.00,1.47
4130,2023-03-15,-45.00,161.00,1.49
4131,2023-03-15,-45.00,163.00,1.61
4132,2023-03-15,-45.00,165.00,1.63
4133,2023-03-15,-45.00,167.00,0.94
4134,2023-03-15,-45.00,169.00,0.70
4135,2023-03-15,-45.00,171.00,0.91
4136,2023-03-15,-45.00,173.00,1.13
4137,2023-03-15,-45.00,175.00,1.42
4138,2023-03-15,-45.00,177.00,1.37
4139,2023-03-15,-45.00,179.00,1.37
4140,2023-03-15,-43.00,-179.00,1.36
4141,2023-03-15,-43.00,-177.00,1.43
4142,2023-03-15,-43.00,-175.00,1.50
4143,2023-03-15,-43.00,-173.00,1.59
4144,2023-03-15,-43.00,-171.00,1.65
4145,2023-03-15,-43.00,-169.00,1.71
4146,2023-03-15,-43.00,-167.00,1.73
4147,2023-03-15,-43.00,-165.00,1.72
4148,2023-03-15,-43.00,-163.00,1.71
4149,2023-03-15,-43.00,-161.00,1.69
4150,2023-03-15,-43.00,-159.00,1.68
4151,2023-03-15,-43.00,-157.00,1.66
4152,2023-03-15,-43.00,-155.00,1.59
4153,2023-03-15,-43.00,-153.00,1.53
4154,2023-03-15,-43.00,-151.00,1.47
4155,2023-03-15,-43.00,-149.00,1.33
4156,2023-03-15,-43.00,-147.00,1.21
4157,2023-03-15,-43.00,-145.00,1.10
4158,2023-03-15,-43.00,-143.00,0.89
4159,2023-03-15,-43.00,-141.00,0.79
4160,2023-03-15,-43.00,-139.00,0.70
4161,2023-03-15,-43.00,-137.00,0.58
4162,2023-03-15,-43.00,-135.00,0.51
4163,2023-03-15,-43.00,-133.00,0.44
4164,2023-03-15,-43.00,-131.00,0.30
4165,2023-03-15,-43.00,-129.00,0.23
4166,2023-03-15,-43.00,-127.00,0.16
4167,2023-03-15,-43.00,-125.00,0.09
4168,2023-03-15,-43.00,-123.00,0.11
4169,2023-03-15,-43.00,-121.00,0.13
4170,2023-03-15,-43.00,-119.00,0.22
4171,2023-03-15,-43.00,-117.00,0.24
4172,2023-03-15,-43.00,-115.00,0.26
4173,2023-03-15,-43.00,-113.00,0.24
4174,2023-03-15,-43.00,-111.00,0.23
4175,2023-03-15,-43.00,-109.00,0.21
4176,2023-03-15,-43.00,-107.00,0.19
4177,2023-03-15,-43.00,-105.00,0.19
4178,2023-03-15,-43.00,-103.00,0.19
4179,2023-03-15,-43.00,-101.00,0.24
4180,2023-03-15,-43.00,-99.00,0.27
4181,2023-03-15,-43.00,-97.00,0.30
4182,2023-03-15,-43.00,-95.00,0.32
4183,2023-03-15,-43.00,-93.00,0.33
4184,2023-03-15,-43.00,-91.00,0.33
4185,2023-03-15,-43.00,-89.00,0.30
4186,2023-03-15,-43.00,-87.00,0.36
4187,2023-03-15,-43.00,-85.00,0.42
4188,2023-03-15,-43.00,-83.00,0.55
4189,2023-03-15,-43.00,-81.00,0.56
4190,2023-03-15,-43.00,-79.00,0.57
4191,2023-03-15,-43.00,-77.00,0.52
4192,2023-03-15,-43.00,-75.00,0.46
4193,2023-03-15,-43.00,-73.00,0.41
4194,2023-03-15,-43.00,-71.00,1.13
4195,2023-03-15,-43.00,-69.00,1.31
4196,2023-03-15,-43.00,-67.00,1.50
4197,2023-03-15,-43.00,-65.00,1.93
4198,2023-03-15,-43.00,-63.00,1.69
4199,2023-03-15,-43.00,-61.00,1.46
4200,2023-03-15,-43.00,-59.00,1.63
4201,2023-03-15,-43.00,-57.00,1.70
4202,2023-03-15,-43.00,-55.00,1.76
4203,2023-03-15,-43.00,-53.00,1.78
4204,2023-03-15,-43.00,-51.00,1.80
4205,2023-03-15,-43.00,-49.00,1.82
4206,2023-03-15,-43.00,-47.00,1.97
4207,2023-03-15,-43.00,-45.00,2.10
4208,2023-03-15,-43.00,-43.00,2.23
4209,2023-03-15,-43.00,-41.00,2.33
4210,2023-03-15,-43.00,-39.00,2.31
4211,2023-03-15,-43.00,-37.00,2.28
4212,2023-03-15,-43.00,-35.00,2.33
4213,2023-03-15,-43.00,-33.00,2.42
4214,2023-03-15,-43.00,-31.00,2.51
4215,2023-03-15,-43.00,-29.00,2.59
4216,2023-03-15,-43.00,-27.00,2.56
4217,2023-03-15,-43.00,-25.00,2.53
4218,2023-03-15,-43.00,-23.00,2.41
4219,2023-03-15,-43.00,-21.00,2.30
4220,2023-03-15,-43.00,-19.00,2.19
4221,2023-03-15,-43.00,-17.00,1.99
4222,2023-03-15,-43.00,-15.00,1.86
4223,2023-03-15,-43.00,-13.00,1.73
4224,2023-03-15,-43.00,-11.00,1.62
4225,2023-03-15,-43.00,-9.00,1.60
4226,2023-03-15,-43.00,-7.00,1.58
4227,2023-03-15,-43.00,-5.00,1.56
4228,2023-03-15,-43.00,-3.00,1.48
4229,2023-03-15,-43.00,-1.00,1.40
4230,2023-03-15,-43.00,1.00,1.22
4231,2023-03-15,-43.00,3.00,1.20
4232,2023-03-15,-43.00,5.00,1.18
4233,2023-03-15,-43.00,7.00,1.28
4234,2023-03-15,-43.00,9.00,1.30
4235,2023-03-15,-43.00,11.00,1.31
4236,2023-03-15,-43.00,13.00,1.18
4237,2023-03-15,-43.00,15.00,1.22
4238,2023-03-15,-43.00,17.00,1.27
4239,2023-03-15,-43.00,19.00,1.74
4240,2023-03-15,-43.00,21.00,1.97
4241,2023-03-15,-43.00,23.00,2.20
4242,2023-03-15,-43.00,25.00,2.10
4243,2023-03-15,-43.00,27.00,1.98
4244,2023-03-15,-43.00,29.00,1.86
4245,2023-03-15,-43.00,31.00,1.79
4246,2023-03-15,-43.00,33.00,1.74
4247,2023-03-15,-43.00,35.00,1.69
4248,2023-03-15,-43.00,37.00,1.51
4249,2023-03-15,-43.00,39.00,1.43
4250,2023-03-15,-43.00,41.00,1.34
4251,2023-03-15,-43.00,43.00,1.32
4252,2023-03-15,-43.00,45.00,1.35
4253,2023-03-15,-43.00,47.00,1.38
4254,2023-03-15,-43.00,49.00,1.40
4255,2023-03-15,-43.00,51.00,1.44
4256,2023-03-15,-43.00,53.00,1.48
4257,2023-03-15,-43.00,55.00,1.60
4258,2023-03-15,-43.00,57.00,1.66
4259,2023-03-15,-43.00,59.00,1.73
4260,2023-03-15,-43.00,61.00,1.78
4261,2023-03-15,-43.00,63.00,1.80
4262,2023-03-15,-43.00,65.00,1.82
4263,2023-03-15,-43.00,67.00,1.77
4264,2023-03-15,-43.00,69.00,1.65
4265,2023-03-15,-43.00,71.00,1.53
4266,2023-03-15,-43.00,73.00,1.41
4267,2023-03-15,-43.00,75.00,1.44
4268,2023-03-15,-43.00,77.00,1.46
4269,2023-03-15,-43.00,79.00,1.47
4270,2023-03-15,-43.00,81.00,1.43
4271,2023-03-15,-43.00,83.00,1.40
4272,2023-03-15,-43.00,85.00,1.33
4273,2023-03-15,-43.00,87.00,1.29
4274,2023-03-15,-43.00,89.00,1.25
4275,2023-03-15,-43.00,91.00,1.18
4276,2023-03-15,-43.00,93.00,1.18
4277,2023-03-15,-43.00,95.00,1.17
4278,2023-03-15,-43.00,97.00,1.15
4279,2023-03-15,-43.00,99.00,1.09
4280,2023-03-15,-43.00,101.00,1.03
4281,2023-03-15,-43.00,103.00,0.91
4282,2023-03-15,-43.00,105.00,0.85
4283,2023-03-15,-43.00,107.00,0.78
4284,2023-03-15,-43.00,109.00,0.70
4285,2023-03-15,-43.00,111.00,0.64
4286,2023-03-15,-43.00,113.00,0.59
4287,2023-03-15,-43.00,115.00,0.50
4288,2023-03-15,-43.00,117.00,0.49
4289,2023-03-15,-43.00,119.00,0.47
4290,2023-03-15,-43.00,121.00,0.47
4291,2023-03-15,-43.00,123.00,0.43
4292,2023-03-15,-43.00,125.00,0.40
4293,2023-03-15,-43.00,127.00,0.33
4294,2023-03-15,-43.00,129.00,0.35
4295,2023-03-15,-43.00,131.00,0.36
4296,2023-03-15,-43.00,133.00,0.43
4297,2023-03-15,-43.00,135.00,0.51
4298,2023-03-15,-43.00,137.00,0.58
4299,2023-03-15,-43.00,139.00,0.72
4300,2023-03-15,-43.00,141.00,0.80
4301,2023-03-15,-43.00,143.00,0.88
4302,2023-03-15,-43.00,145.00,0.13
4303,2023-03-15,-43.00,147.00,0.17
4304,2023-03-15,-43.00,149.00,0.22
4305,2023-03-15,-43.00,151.00,1.02
4306,2023-03-15,-43.00,153.00,1.09
4307,2023-03-15,-43.00,155.00,1.16
4308,2023-03-15,-43.00,157.00,1.30
4309,2023-03-15,-43.00,159.00,1.37
4310,2023-03-15,-43.00,161.00,1.43
4311,2023-03-15,-43.00,163.00,1.50
4312,2023-03-15,-43.00,165.00,1.56
4313,2023-03-15,-43.00,167.00,1.62
4314,2023-03-15,-43.00,169.00,1.61
4315,2023-03-15,-43.00,171.00,0.91
4316,2023-03-15,-43.00,173.00,0.22
4317,2023-03-15,-43.00,175.00,1.22
4318,2023-03-15,-43.00,177.00,1.22
4319,2023-03-15,-43.00,179.00,1.23
4320,2023-03-15,-41.00,-179.00,1.16
4321,2023-03-15,-41.00,-177.00,1.25
4322,2023-03-15,-41.00,-175.00,1.33
4323,2023-03-15,-41.00,-173.00,1.43
4324,2023-03-15,-41.00,-171.00,1.50
4325,2023-03-15,-41.00,-169.00,1.56
4326,2023-03-15,-41.00,-167.00,1.62
4327,2023-03-15,-41.00,-165.00,1.63
4328,2023-03-15,-41.00,-163.00,1.63
4329,2023-03-15,-41.00,-161.00,1.63
4330,2023-03-15,-41.00,-159.00,1.64
4331,2023-03-15,-41.00,-157.00,1.66
4332,2023-03-15,-41.00,-155.00,1.65
4333,2023-03-15,-41.00,-153.00,1.62
4334,2023-03-15,-41.00,-151.00,1.60
4335,2023-03-15,-41.00,-149.00,1.49
4336,2023-03-15,-41.00,-147.00,1.39
4337,2023-03-15,-41.00,-145.00,1.29
4338,2023-03-15,-41.00,-143.00,1.11
4339,2023-03-15,-41.00,-141.00,1.03
4340,2023-03-15,-41.00,-139.00,0.94
4341,2023-03-15,-41.00,-137.00,0.83
4342,2023-03-15,-41.00,-135.00,0.77
4343,2023-03-15,-41.00,-133.00,0.71
4344,2023-03-15,-41.00,-131.00,0.56
4345,2023-03-15,-41.00,-129.00,0.49
4346,2023-03-15,-41.00,-127.00,0.42
4347,2023-03-15,-41.00,-125.00,0.39
4348,2023-03-15,-41.00,-123.00,0.42
4349,2023-03-15,-41.00,-121.00,0.44
4350,2023-03-15,-41.00,-119.00,0.49
4351,2023-03-15,-41.00,-117.00,0.53
4352,2023-03-15,-41.00,-115.00,0.56
4353,2023-03-15,-41.00,-113.00,0.58
4354,2023-03-15,-41.00,-111.00,0.57
4355,2023-03-15,-41.00,-109.00,0.56
4356,2023-03-15,-41.00,-107.00,0.53
4357,2023-03-15,-41.00,-105.00,0.53
4358,2023-03-15,-41.00,-103.00,0.53
4359,2023-03-15,-41.00,-101.00,0.57
4360,2023-03-15,-41.00,-99.00,0.59
4361,2023-03-15,-41.00,-97.00,0.61
4362,2023-03-15,-41.00,-95.00,0.62
4363,2023-03-15,-41.00,-93.00,0.59
4364,2023-03-15,-41.00,-91.00,0.56
4365,2023-03-15,-41.00,-89.00,0.50
4366,2023-03-15,-41.00,-87.00,0.57
4367,2023-03-15,-41.00,-85.00,0.64
4368,2023-03-15,-41.00,-83.00,0.81
4369,2023-03-15,-41.00,-81.00,0.80
4370,2023-03-15,-41.00,-79.00,0.80
4371,2023-03-15,-41.00,-77.00,0.67
4372,2023-03-15,-41.00,-75.00,1.07
4373,2023-03-15,-41.00,-73.00,1.47
4374,2023-03-15,-41.00,-71.00,1.83
4375,2023-03-15,-41.00,-69.00,2.07
4376,2023-03-15,-41.00,-67.00,2.31
4377,2023-03-15,-41.00,-65.00,2.77
4378,2023-03-15,-41.00,-63.00,2.14
4379,2023-03-15,-41.00,-61.00,1.51
4380,2023-03-15,-41.00,-59.00,1.65
4381,2023-03-15,-41.00,-57.00,1.66
4382,2023-03-15,-41.00,-55.00,1.66
4383,2023-03-15,-41.00,-53.00,1.55
4384,2023-03-15,-41.00,-51.00,1.53
4385,2023-03-15,-41.00,-49.00,1.51
4386,2023-03-15,-41.00,-47.00,1.67
4387,2023-03-15,-41.00,-45.00,1.83
4388,2023-03-15,-41.00,-43.00,1.98
4389,2023-03-15,-41.00,-41.00,2.16
4390,2023-03-15,-41.00,-39.00,2.18
4391,2023-03-15,-41.00,-37.00,2.20
4392,2023-03-15,-41.00,-35.00,2.27
4393,2023-03-15,-41.00,-33.00,2.36
4394,2023-03-15,-41.00,-31.00,2.44
4395,2023-03-15,-41.00,-29.00,2.50
4396,2023-03-15,-41.00,-27.00,2.46
4397,2023-03-15,-41.00,-25.00,2.42
4398,2023-03-15,-41.00,-23.00,2.28
4399,2023-03-15,-41.00,-21.00,2.15
4400,2023-03-15,-41.00,-19.00,2.03
4401,2023-03-15,-41.00,-17.00,1.78
4402,2023-03-15,-41.00,-15.00,1.63
4403,2023-03-15,-41.00,-13.00,1.47
4404,2023-03-15,-41.00,-11.00,2.00
4405,2023-03-15,-41.00,-9.00,1.68
4406,2023-03-15,-41.00,-7.00,1.36
4407,2023-03-15,-41.00,-5.00,1.34
4408,2023-03-15,-41.00,-3.00,1.26
4409,2023-03-15,-41.00,-1.00,1.19
4410,2023-03-15,-41.00,1.00,1.06
4411,2023-03-15,-41.00,3.00,1.08
4412,2023-03-15,-41.00,5.00,1.11
4413,2023-03-15,-41.00,7.00,1.26
4414,2023-03-15,-41.00,9.00,1.28
4415,2023-03-15,-41.00,11.00,1.30
4416,2023-03-15,-41.00,13.00,1.12
4417,2023-03-15,-41.00,15.00,1.13
4418,2023-03-15,-41.00,17.00,1.14
4419,2023-03-15,-41.00,19.00,1.59
4420,2023-03-15,-41.00,21.00,1.82
4421,2023-03-15,-41.00,23.00,2.06
4422,2023-03-15,-41.00,25.00,1.99
4423,2023-03-15,-41.00,27.00,1.89
4424,2023-03-15,-41.00,29.00,1.79
4425,2023-03-15,-41.00,31.00,1.77
4426,2023-03-15,-41.00,33.00,1.73
4427,2023-03-15,-41.00,35.00,1.69
4428,2023-03-15,-41.00,37.00,1.54
4429,2023-03-15,-41.00,39.00,1.47
4430,2023-03-15,-41.00,41.00,1.41
4431,2023-03-15,-41.00,43.00,1.40
4432,2023-03-15,-41.00,45.00,1.42
4433,2023-03-15,-41.00,47.00,1.43
4434,2023-03-15,-41.00,49.00,1.43
4435,2023-03-15,-41.00,51.00,1.44
4436,2023-03-15,-41.00,53.00,1.44
4437,2023-03-15,-41.00,55.00,1.53
4438,2023-03-15,-41.00,57.00,1.59
4439,2023-03-15,-41.00,59.00,1.65
4440,2023-03-15,-41.00,61.00,1.72
4441,2023-03-15,-41.00,63.00,1.74
4442,2023-03-15,-41.00,65.00,1.77
4443,2023-03-15,-41.00,67.00,1.72
4444,2023-03-15,-41.00,69.00,1.62
4445,2023-03-15,-41.00,71.00,1.51
4446,2023-03-15,-41.00,73.00,1.42
4447,2023-03-15,-41.00,75.00,1.44
4448,2023-03-15,-41.00,77.00,1.46
4449,2023-03-15,-41.00,79.00,1.47
4450,2023-03-15,-41.00,81.00,1.45
4451,2023-03-15,-41.00,83.00,1.42
4452,2023-03-15,-41.00,85.00,1.37
4453,2023-03-15,-41.00,87.00,1.35
4454,2023-03-15,-41.00,89.00,1.32
4455,2023-03-15,-41.00,91.00,1.29
4456,2023-03-15,-41.00,93.00,1.29
4457,2023-03-15,-41.00,95.00,1.28
4458,2023-03-15,-41.00,97.00,1.24
4459,2023-03-15,-41.00,99.00,1.18
4460,2023-03-15,-41.00,101.00,1.12
4461,2023-03-15,-41.00,103.00,1.06
4462,2023-03-15,-41.00,105.00,1.02
4463,2023-03-15,-41.00,107.00,0.99
4464,2023-03-15,-41.00,109.00,0.91
4465,2023-03-15,-41.00,111.00,0.83
4466,2023-03-15,-41.00,113.00,0.76
4467,2023-03-15,-41.00,115.00,0.67
4468,2023-03-15,-41.00,117.00,0.66
4469,2023-03-15,-41.00,119.00,0.65
4470,2023-03-15,-41.00,121.00,0.62
4471,2023-03-15,-41.00,123.00,0.53
4472,2023-03-15,-41.00,125.00,0.45
4473,2023-03-15,-41.00,127.00,0.36
4474,2023-03-15,-41.00,129.00,0.37
4475,2023-03-15,-41.00,131.00,0.39
4476,2023-03-15,-41.00,133.00,0.46
4477,2023-03-15,-41.00,135.00,0.53
4478,2023-03-15,-41.00,137.00,0.59
4479,2023-03-15,-41.00,139.00,0.71
