date,season,month,area,anomaly
1985-09-01,Autumn,Sep,NH,0.02
1986-09-01,Autumn,Sep,NH,-0.02
1987-09-01,Autumn,Sep,NH,0.39
1988-09-01,Autumn,Sep,NH,0.26
1989-09-01,Autumn,Sep,NH,0.23
1990-09-01,Autumn,Sep,NH,0.42
1991-09-01,Autumn,Sep,NH,0.35
1992-09-01,Autumn,Sep,NH,-0.18
1993-09-01,Autumn,Sep,NH,-0.06
1994-09-01,Autumn,Sep,NH,0.33
1995-09-01,Autumn,Sep,NH,0.43
1996-09-01,Autumn,Sep,NH,0.04
1997-09-01,Autumn,Sep,NH,0.51
1998-09-01,Autumn,Sep,NH,0.61
1999-09-01,Autumn,Sep,NH,0.41
2000-09-01,Autumn,Sep,NH,0.36
2001-09-01,Autumn,Sep,NH,0.56
2002-09-01,Autumn,Sep,NH,0.62
2003-09-01,Autumn,Sep,NH,0.78
2004-09-01,Autumn,Sep,NH,0.59
2005-09-01,Autumn,Sep,NH,0.90
2006-09-01,Autumn,Sep,NH,0.82
2007-09-01,Autumn,Sep,NH,0.67
2008-09-01,Autumn,Sep,NH,0.57
2009-09-01,Autumn,Sep,NH,0.85
2010-09-01,Autumn,Sep,NH,0.70
2011-09-01,Autumn,Sep,NH,0.73
2012-09-01,Autumn,Sep,NH,0.86
2013-09-01,Autumn,Sep,NH,0.70
2014-09-01,Autumn,Sep,NH,0.83
2015-09-01,Autumn,Sep,NH,1.17
2016-09-01,Autumn,Sep,NH,1.22
2017-09-01,Autumn,Sep,NH,1.00
2018-09-01,Autumn,Sep,NH,0.96
2019-09-01,Autumn,Sep,NH,1.21
2020-09-01,Autumn,Sep,NH,1.19
2021-09-01,Autumn,Sep,NH,1.05
2022-09-01,Autumn,Sep,NH,1.15
1880-09-01,Autumn,Sep,SH,-0.04
1881-09-01,Autumn,Sep,SH,-0.04
1882-09-01,Autumn,Sep,SH,-0.04
1883-09-01,Autumn,Sep,SH,-0.10
1884-09-01,Autumn,Sep,SH,-0.11
1885-09-01,Autumn,Sep,SH,-0.19
1886-09-01,Autumn,Sep,SH,-0.14
1887-09-01,Autumn,Sep,SH,-0.29
1888-09-01,Autumn,Sep,SH,-0.04
1889-09-01,Autumn,Sep,SH,-0.17
1890-09-01,Autumn,Sep,SH,-0.38
1891-09-01,Autumn,Sep,SH,-0.23
1892-09-01,Autumn,Sep,SH,-0.13
1893-09-01,Autumn,Sep,SH,-0.16
1894-09-01,Autumn,Sep,SH,-0.25
1895-09-01,Autumn,Sep,SH,-0.18
1896-09-01,Autumn,Sep,SH,-0.02
1897-09-01,Autumn,Sep,SH,-0.10
1898-09-01,Autumn,Sep,SH,-0.25
1899-09-01,Autumn,Sep,SH,-0.05
1900-09-01,Autumn,Sep,SH,-0.06
1901-09-01,Autumn,Sep,SH,-0.17
1902-09-01,Autumn,Sep,SH,-0.23
1903-09-01,Autumn,Sep,SH,-0.50
1904-09-01,Autumn,Sep,SH,-0.48
1905-09-01,Autumn,Sep,SH,-0.17
1906-09-01,Autumn,Sep,SH,-0.32
1907-09-01,Autumn,Sep,SH,-0.28
1908-09-01,Autumn,Sep,SH,-0.41
1909-09-01,Autumn,Sep,SH,-0.41
1910-09-01,Autumn,Sep,SH,-0.35
1911-09-01,Autumn,Sep,SH,-0.44
1912-09-01,Autumn,Sep,SH,-0.34
1913-09-01,Autumn,Sep,SH,-0.26
1914-09-01,Autumn,Sep,SH,-0.03
1915-09-01,Autumn,Sep,SH,-0.19
1916-09-01,Autumn,Sep,SH,-0.24
1917-09-01,Autumn,Sep,SH,-0.16
1918-09-01,Autumn,Sep,SH,-0.09
1919-09-01,Autumn,Sep,SH,-0.31
1920-09-01,Autumn,Sep,SH,-0.08
1921-09-01,Autumn,Sep,SH,-0.19
1922-09-01,Autumn,Sep,SH,-0.29
1923-09-01,Autumn,Sep,SH,-0.43
1924-09-01,Autumn,Sep,SH,-0.41
1925-09-01,Autumn,Sep,SH,-0.33
1926-09-01,Autumn,Sep,SH,-0.24
1927-09-01,Autumn,Sep,SH,-0.27
1928-09-01,Autumn,Sep,SH,-0.26
1929-09-01,Autumn,Sep,SH,-0.30
1930-09-01,Autumn,Sep,SH,-0.28
1931-09-01,Autumn,Sep,SH,-0.29
1932-09-01,Autumn,Sep,SH,-0.30
1933-09-01,Autumn,Sep,SH,-0.31
1934-09-01,Autumn,Sep,SH,-0.16
1935-09-01,Autumn,Sep,SH,-0.34
1936-09-01,Autumn,Sep,SH,-0.24
1937-09-01,Autumn,Sep,SH,-0.10
1938-09-01,Autumn,Sep,SH,-0.15
1939-09-01,Autumn,Sep,SH,-0.26
1940-09-01,Autumn,Sep,SH,0.07
1941-09-01,Autumn,Sep,SH,-0.03
1942-09-01,Autumn,Sep,SH,-0.16
1943-09-01,Autumn,Sep,SH,-0.04
1944-09-01,Autumn,Sep,SH,0.20
1945-09-01,Autumn,Sep,SH,0.21
1946-09-01,Autumn,Sep,SH,-0.12
1947-09-01,Autumn,Sep,SH,-0.24
1948-09-01,Autumn,Sep,SH,-0.26
1949-09-01,Autumn,Sep,SH,-0.19
1950-09-01,Autumn,Sep,SH,-0.15
1951-09-01,Autumn,Sep,SH,-0.22
1952-09-01,Autumn,Sep,SH,-0.01
1953-09-01,Autumn,Sep,SH,-0.09
1954-09-01,Autumn,Sep,SH,-0.29
1955-09-01,Autumn,Sep,SH,-0.22
1956-09-01,Autumn,Sep,SH,-0.08
1957-09-01,Autumn,Sep,SH,0.05
1958-09-01,Autumn,Sep,SH,-0.11
1959-09-01,Autumn,Sep,SH,-0.24
1960-09-01,Autumn,Sep,SH,0.02
1961-09-01,Autumn,Sep,SH,0.19
1962-09-01,Autumn,Sep,SH,0.03
1963-09-01,Autumn,Sep,SH,0.22
1964-09-01,Autumn,Sep,SH,-0.31
1965-09-01,Autumn,Sep,SH,-0.09
1966-09-01,Autumn,Sep,SH,-0.12
1967-09-01,Autumn,Sep,SH,-0.10
1968-09-01,Autumn,Sep,SH,-0.31
1969-09-01,Autumn,Sep,SH,0.13
1970-09-01,Autumn,Sep,SH,0.27
1971-09-01,Autumn,Sep,SH,0.02
1972-09-01,Autumn,Sep,SH,0.30
1973-09-01,Autumn,Sep,SH,0.26
1974-09-01,Autumn,Sep,SH,0.00
1975-09-01,Autumn,Sep,SH,0.02
1976-09-01,Autumn,Sep,SH,0.00
1977-09-01,Autumn,Sep,SH,-0.07
1978-09-01,Autumn,Sep,SH,0.12
1979-09-01,Autumn,Sep,SH,0.31
1980-09-01,Autumn,Sep,SH,0.31
1981-09-01,Autumn,Sep,SH,0.16
1982-09-01,Autumn,Sep,SH,0.23
1983-09-01,Autumn,Sep,SH,0.49
1984-09-01,Autumn,Sep,SH,0.46
1985-09-01,Autumn,Sep,SH,0.23
1986-09-01,Autumn,Sep,SH,0.09
1987-09-01,Autumn,Sep,SH,0.33
1988-09-01,Autumn,Sep,SH,0.46
1989-09-01,Autumn,Sep,SH,0.45
1990-09-01,Autumn,Sep,SH,0.05
1991-09-01,Autumn,Sep,SH,0.52
1992-09-01,Autumn,Sep,SH,0.17
1993-09-01,Autumn,Sep,SH,0.30
1994-09-01,Autumn,Sep,SH,0.31
1995-09-01,Autumn,Sep,SH,0.25
1996-09-01,Autumn,Sep,SH,0.45
1997-09-01,Autumn,Sep,SH,0.54
1998-09-01,Autumn,Sep,SH,0.24
1999-09-01,Autumn,Sep,SH,0.36
2000-09-01,Autumn,Sep,SH,0.41
2001-09-01,Autumn,Sep,SH,0.47
2002-09-01,Autumn,Sep,SH,0.63
2003-09-01,Autumn,Sep,SH,0.47
2004-09-01,Autumn,Sep,SH,0.40
2005-09-01,Autumn,Sep,SH,0.52
2006-09-01,Autumn,Sep,SH,0.48
2007-09-01,Autumn,Sep,SH,0.52
2008-09-01,Autumn,Sep,SH,0.64
2009-09-01,Autumn,Sep,SH,0.59
2010-09-01,Autumn,Sep,SH,0.56
2011-09-01,Autumn,Sep,SH,0.40
2012-09-01,Autumn,Sep,SH,0.59
2013-09-01,Autumn,Sep,SH,0.83
2014-09-01,Autumn,Sep,SH,0.90
2015-09-01,Autumn,Sep,SH,0.55
2016-09-01,Autumn,Sep,SH,0.60
2017-09-01,Autumn,Sep,SH,0.54
2018-09-01,Autumn,Sep,SH,0.64
2019-09-01,Autumn,Sep,SH,0.65
2020-09-01,Autumn,Sep,SH,0.77
2021-09-01,Autumn,Sep,SH,0.79
2022-09-01,Autumn,Sep,SH,0.63
1880-10-01,Autumn,Oct,NH,-0.33
1881-10-01,Autumn,Oct,NH,-0.45
1882-10-01,Autumn,Oct,NH,-0.54
1883-10-01,Autumn,Oct,NH,-0.17
1884-10-01,Autumn,Oct,NH,-0.45
1885-10-01,Autumn,Oct,NH,-0.37
1886-10-01,Autumn,Oct,NH,-0.32
1887-10-01,Autumn,Oct,NH,-0.49
1888-10-01,Autumn,Oct,NH,-0.04
1889-10-01,Autumn,Oct,NH,-0.42
1890-10-01,Autumn,Oct,NH,-0.10
1891-10-01,Autumn,Oct,NH,-0.28
1892-10-01,Autumn,Oct,NH,-0.28
1893-10-01,Autumn,Oct,NH,-0.29
1894-10-01,Autumn,Oct,NH,-0.28
1895-10-01,Autumn,Oct,NH,-0.08
1896-10-01,Autumn,Oct,NH,0.05
1897-10-01,Autumn,Oct,NH,-0.15
1898-10-01,Autumn,Oct,NH,-0.36
1899-10-01,Autumn,Oct,NH,0.05
1900-10-01,Autumn,Oct,NH,0.24
1901-10-01,Autumn,Oct,NH,-0.31
1902-10-01,Autumn,Oct,NH,-0.29
1903-10-01,Autumn,Oct,NH,-0.48
1904-10-01,Autumn,Oct,NH,-0.38
1905-10-01,Autumn,Oct,NH,-0.26
1906-10-01,Autumn,Oct,NH,-0.16
1907-10-01,Autumn,Oct,NH,-0.18
1908-10-01,Autumn,Oct,NH,-0.44
1909-10-01,Autumn,Oct,NH,-0.33
1910-10-01,Autumn,Oct,NH,-0.30
1911-10-01,Autumn,Oct,NH,-0.19
1912-10-01,Autumn,Oct,NH,-0.84
1913-10-01,Autumn,Oct,NH,-0.39
1914-10-01,Autumn,Oct,NH,0.00
1915-10-01,Autumn,Oct,NH,-0.26
1916-10-01,Autumn,Oct,NH,-0.34
1917-10-01,Autumn,Oct,NH,-0.62
1918-10-01,Autumn,Oct,NH,-0.04
1919-10-01,Autumn,Oct,NH,-0.08
1920-10-01,Autumn,Oct,NH,-0.39
1921-10-01,Autumn,Oct,NH,0.01
1922-10-01,Autumn,Oct,NH,-0.32
1923-10-01,Autumn,Oct,NH,0.07
1924-10-01,Autumn,Oct,NH,-0.23
1925-10-01,Autumn,Oct,NH,-0.08
1926-10-01,Autumn,Oct,NH,0.06
1927-10-01,Autumn,Oct,NH,0.25
1928-10-01,Autumn,Oct,NH,-0.07
1929-10-01,Autumn,Oct,NH,-0.01
1930-10-01,Autumn,Oct,NH,0.02
1931-10-01,Autumn,Oct,NH,0.36
1932-10-01,Autumn,Oct,NH,0.14
1933-10-01,Autumn,Oct,NH,-0.17
1934-10-01,Autumn,Oct,NH,0.14
1935-10-01,Autumn,Oct,NH,0.12
1936-10-01,Autumn,Oct,NH,0.08
1937-10-01,Autumn,Oct,NH,0.34
1938-10-01,Autumn,Oct,NH,0.33
1939-10-01,Autumn,Oct,NH,0.08
1940-10-01,Autumn,Oct,NH,0.29
1941-10-01,Autumn,Oct,NH,0.50
1942-10-01,Autumn,Oct,NH,0.28
1943-10-01,Autumn,Oct,NH,0.46
1944-10-01,Autumn,Oct,NH,0.45
1945-10-01,Autumn,Oct,NH,0.24
1946-10-01,Autumn,Oct,NH,0.02
1947-10-01,Autumn,Oct,NH,0.41
1948-10-01,Autumn,Oct,NH,0.08
1949-10-01,Autumn,Oct,NH,0.07
1950-10-01,Autumn,Oct,NH,-0.06
1951-10-01,Autumn,Oct,NH,0.29
1952-10-01,Autumn,Oct,NH,-0.01
1953-10-01,Autumn,Oct,NH,0.27
1954-10-01,Autumn,Oct,NH,0.13
1955-10-01,Autumn,Oct,NH,0.12
1956-10-01,Autumn,Oct,NH,-0.28
1957-10-01,Autumn,Oct,NH,0.06
1958-10-01,Autumn,Oct,NH,0.08
1959-10-01,Autumn,Oct,NH,-0.04
1960-10-01,Autumn,Oct,NH,0.05
1961-10-01,Autumn,Oct,NH,-0.03
1962-10-01,Autumn,Oct,NH,0.13
1963-10-01,Autumn,Oct,NH,0.42
1964-10-01,Autumn,Oct,NH,-0.31
1965-10-01,Autumn,Oct,NH,-0.02
1966-10-01,Autumn,Oct,NH,-0.10
1967-10-01,Autumn,Oct,NH,0.29
1968-10-01,Autumn,Oct,NH,-0.01
1969-10-01,Autumn,Oct,NH,0.03
1970-10-01,Autumn,Oct,NH,-0.20
1971-10-01,Autumn,Oct,NH,-0.16
1972-10-01,Autumn,Oct,NH,-0.04
1973-10-01,Autumn,Oct,NH,-0.07
1974-10-01,Autumn,Oct,NH,-0.23
1975-10-01,Autumn,Oct,NH,-0.18
1976-10-01,Autumn,Oct,NH,-0.51
1977-10-01,Autumn,Oct,NH,-0.02
1978-10-01,Autumn,Oct,NH,-0.01
1979-10-01,Autumn,Oct,NH,0.23
1980-10-01,Autumn,Oct,NH,0.11
1981-10-01,Autumn,Oct,NH,0.23
1982-10-01,Autumn,Oct,NH,0.00
1983-10-01,Autumn,Oct,NH,0.12
1984-10-01,Autumn,Oct,NH,0.08
1985-10-01,Autumn,Oct,NH,0.02
1986-10-01,Autumn,Oct,NH,0.09
1987-10-01,Autumn,Oct,NH,0.22
1988-10-01,Autumn,Oct,NH,0.23
1989-10-01,Autumn,Oct,NH,0.25
1990-10-01,Autumn,Oct,NH,0.48
1991-10-01,Autumn,Oct,NH,0.29
1992-10-01,Autumn,Oct,NH,-0.17
1993-10-01,Autumn,Oct,NH,0.12
1994-10-01,Autumn,Oct,NH,0.54
1995-10-01,Autumn,Oct,NH,0.60
1996-10-01,Autumn,Oct,NH,0.05
1997-10-01,Autumn,Oct,NH,0.63
1998-10-01,Autumn,Oct,NH,0.53
1999-10-01,Autumn,Oct,NH,0.39
2000-10-01,Autumn,Oct,NH,0.29
2001-10-01,Autumn,Oct,NH,0.60
2002-10-01,Autumn,Oct,NH,0.53
2003-10-01,Autumn,Oct,NH,0.98
2004-10-01,Autumn,Oct,NH,0.70
2005-10-01,Autumn,Oct,NH,0.95
2006-10-01,Autumn,Oct,NH,0.95
2007-10-01,Autumn,Oct,NH,0.83
2008-10-01,Autumn,Oct,NH,0.85
2009-10-01,Autumn,Oct,NH,0.79
2010-10-01,Autumn,Oct,NH,0.89
2011-10-01,Autumn,Oct,NH,0.90
2012-10-01,Autumn,Oct,NH,0.91
2013-10-01,Autumn,Oct,NH,0.83
2014-10-01,Autumn,Oct,NH,0.93
2015-10-01,Autumn,Oct,NH,1.28
2016-10-01,Autumn,Oct,NH,1.03
2017-10-01,Autumn,Oct,NH,1.05
2018-10-01,Autumn,Oct,NH,1.24
2019-10-01,Autumn,Oct,NH,1.30
2020-10-01,Autumn,Oct,NH,1.21
2021-10-01,Autumn,Oct,NH,1.31
2022-10-01,Autumn,Oct,NH,1.31
1880-10-01,Autumn,Oct,SH,-0.14
1881-10-01,Autumn,Oct,SH,0.00
1882-10-01,Autumn,Oct,SH,0.04
1883-10-01,Autumn,Oct,SH,-0.05
1884-10-01,Autumn,Oct,SH,-0.06
1885-10-01,Autumn,Oct,SH,-0.12
1886-10-01,Autumn,Oct,SH,-0.23
1887-10-01,Autumn,Oct,SH,-0.22
1888-10-01,Autumn,Oct,SH,0.06
1889-10-01,Autumn,Oct,SH,-0.10
1890-10-01,Autumn,Oct,SH,-0.39
1891-10-01,Autumn,Oct,SH,-0.16
1892-10-01,Autumn,Oct,SH,0.00
1893-10-01,Autumn,Oct,SH,-0.09
1894-10-01,Autumn,Oct,SH,-0.19
1895-10-01,Autumn,Oct,SH,-0.12
1896-10-01,Autumn,Oct,SH,0.09
1897-10-01,Autumn,Oct,SH,-0.09
1898-10-01,Autumn,Oct,SH,-0.32
1899-10-01,Autumn,Oct,SH,-0.11
1900-10-01,Autumn,Oct,SH,-0.01
1901-10-01,Autumn,Oct,SH,-0.27
1902-10-01,Autumn,Oct,SH,-0.27
1903-10-01,Autumn,Oct,SH,-0.48
1904-10-01,Autumn,Oct,SH,-0.38
1905-10-01,Autumn,Oct,SH,-0.21
1906-10-01,Autumn,Oct,SH,-0.23
1907-10-01,Autumn,Oct,SH,-0.25
1908-10-01,Autumn,Oct,SH,-0.43
1909-10-01,Autumn,Oct,SH,-0.46
1910-10-01,Autumn,Oct,SH,-0.51
1911-10-01,Autumn,Oct,SH,-0.34
1912-10-01,Autumn,Oct,SH,-0.29
1913-10-01,Autumn,Oct,SH,-0.24
1914-10-01,Autumn,Oct,SH,-0.04
1915-10-01,Autumn,Oct,SH,-0.21
1916-10-01,Autumn,Oct,SH,-0.33
1917-10-01,Autumn,Oct,SH,-0.27
1918-10-01,Autumn,Oct,SH,-0.06
1919-10-01,Autumn,Oct,SH,-0.31
1920-10-01,Autumn,Oct,SH,-0.13
1921-10-01,Autumn,Oct,SH,-0.05
1922-10-01,Autumn,Oct,SH,-0.33
1923-10-01,Autumn,Oct,SH,-0.32
1924-10-01,Autumn,Oct,SH,-0.47
1925-10-01,Autumn,Oct,SH,-0.24
1926-10-01,Autumn,Oct,SH,-0.27
1927-10-01,Autumn,Oct,SH,-0.24
1928-10-01,Autumn,Oct,SH,-0.28
1929-10-01,Autumn,Oct,SH,-0.26
1930-10-01,Autumn,Oct,SH,-0.24
1931-10-01,Autumn,Oct,SH,-0.25
1932-10-01,Autumn,Oct,SH,-0.30
1933-10-01,Autumn,Oct,SH,-0.33
1934-10-01,Autumn,Oct,SH,-0.25
1935-10-01,Autumn,Oct,SH,-0.21
1936-10-01,Autumn,Oct,SH,-0.12
1937-10-01,Autumn,Oct,SH,-0.15
1938-10-01,Autumn,Oct,SH,-0.04
1939-10-01,Autumn,Oct,SH,-0.15
1940-10-01,Autumn,Oct,SH,-0.03
1941-10-01,Autumn,Oct,SH,0.23
1942-10-01,Autumn,Oct,SH,-0.25
1943-10-01,Autumn,Oct,SH,0.00
1944-10-01,Autumn,Oct,SH,0.09
1945-10-01,Autumn,Oct,SH,0.13
1946-10-01,Autumn,Oct,SH,-0.17
1947-10-01,Autumn,Oct,SH,-0.26
1948-10-01,Autumn,Oct,SH,-0.18
1949-10-01,Autumn,Oct,SH,-0.20
1950-10-01,Autumn,Oct,SH,-0.35
1951-10-01,Autumn,Oct,SH,-0.11
1952-10-01,Autumn,Oct,SH,0.01
1953-10-01,Autumn,Oct,SH,-0.10
1954-10-01,Autumn,Oct,SH,-0.18
1955-10-01,Autumn,Oct,SH,-0.24
1956-10-01,Autumn,Oct,SH,-0.19
1957-10-01,Autumn,Oct,SH,-0.03
1958-10-01,Autumn,Oct,SH,0.01
1959-10-01,Autumn,Oct,SH,-0.10
1960-10-01,Autumn,Oct,SH,0.06
1961-10-01,Autumn,Oct,SH,0.03
1962-10-01,Autumn,Oct,SH,-0.10
1963-10-01,Autumn,Oct,SH,-0.12
1964-10-01,Autumn,Oct,SH,-0.32
1965-10-01,Autumn,Oct,SH,-0.08
1966-10-01,Autumn,Oct,SH,-0.23
1967-10-01,Autumn,Oct,SH,-0.13
1968-10-01,Autumn,Oct,SH,0.18
1969-10-01,Autumn,Oct,SH,0.17
1970-10-01,Autumn,Oct,SH,0.25
1971-10-01,Autumn,Oct,SH,0.06
1972-10-01,Autumn,Oct,SH,0.21
1973-10-01,Autumn,Oct,SH,0.27
1974-10-01,Autumn,Oct,SH,0.11
1975-10-01,Autumn,Oct,SH,-0.06
1976-10-01,Autumn,Oct,SH,0.04
1977-10-01,Autumn,Oct,SH,0.09
1978-10-01,Autumn,Oct,SH,0.06
1979-10-01,Autumn,Oct,SH,0.29
1980-10-01,Autumn,Oct,SH,0.15
1981-10-01,Autumn,Oct,SH,0.02
1982-10-01,Autumn,Oct,SH,0.27
1983-10-01,Autumn,Oct,SH,0.22
1984-10-01,Autumn,Oct,SH,0.19
1985-10-01,Autumn,Oct,SH,0.21
1986-10-01,Autumn,Oct,SH,0.22
1987-10-01,Autumn,Oct,SH,0.44
1988-10-01,Autumn,Oct,SH,0.51
1989-10-01,Autumn,Oct,SH,0.33
1990-10-01,Autumn,Oct,SH,0.42
1991-10-01,Autumn,Oct,SH,0.29
1992-10-01,Autumn,Oct,SH,0.30
1993-10-01,Autumn,Oct,SH,0.34
1994-10-01,Autumn,Oct,SH,0.30
1995-10-01,Autumn,Oct,SH,0.35
1996-10-01,Autumn,Oct,SH,0.34
1997-10-01,Autumn,Oct,SH,0.60
1998-10-01,Autumn,Oct,SH,0.30
1999-10-01,Autumn,Oct,SH,0.28
2000-10-01,Autumn,Oct,SH,0.25
2001-10-01,Autumn,Oct,SH,0.40
2002-10-01,Autumn,Oct,SH,0.54
2003-10-01,Autumn,Oct,SH,0.48
2004-10-01,Autumn,Oct,SH,0.51
2005-10-01,Autumn,Oct,SH,0.55
2006-10-01,Autumn,Oct,SH,0.44
2007-10-01,Autumn,Oct,SH,0.34
2008-10-01,Autumn,Oct,SH,0.49
2009-10-01,Autumn,Oct,SH,0.52
2010-10-01,Autumn,Oct,SH,0.52
2011-10-01,Autumn,Oct,SH,0.41
2012-10-01,Autumn,Oct,SH,0.68
2013-10-01,Autumn,Oct,SH,0.55
2014-10-01,Autumn,Oct,SH,0.68
2015-10-01,Autumn,Oct,SH,0.91
2016-10-01,Autumn,Oct,SH,0.75
2017-10-01,Autumn,Oct,SH,0.75
2018-10-01,Autumn,Oct,SH,0.80
2019-10-01,Autumn,Oct,SH,0.73
2020-10-01,Autumn,Oct,SH,0.56
2021-10-01,Autumn,Oct,SH,0.68
2022-10-01,Autumn,Oct,SH,0.62
1880-11-01,Autumn,Nov,NH,-0.44
1881-11-01,Autumn,Nov,NH,-0.38
1882-11-01,Autumn,Nov,NH,-0.34
1883-11-01,Autumn,Nov,NH,-0.43
1884-11-01,Autumn,Nov,NH,-0.58
1885-11-01,Autumn,Nov,NH,-0.39
1886-11-01,Autumn,Nov,NH,-0.40
1887-11-01,Autumn,Nov,NH,-0.28
1888-11-01,Autumn,Nov,NH,-0.02
1889-11-01,Autumn,Nov,NH,-0.62
1890-11-01,Autumn,Nov,NH,-0.63
1891-11-01,Autumn,Nov,NH,-0.53
1892-11-01,Autumn,Nov,NH,-0.83
1893-11-01,Autumn,Nov,NH,-0.35
1894-11-01,Autumn,Nov,NH,-0.49
1895-11-01,Autumn,Nov,NH,-0.12
1896-11-01,Autumn,Nov,NH,-0.20
1897-11-01,Autumn,Nov,NH,-0.25
1898-11-01,Autumn,Nov,NH,-0.51
1899-11-01,Autumn,Nov,NH,0.36
1900-11-01,Autumn,Nov,NH,-0.12
1901-11-01,Autumn,Nov,NH,-0.22
1902-11-01,Autumn,Nov,NH,-0.44
1903-11-01,Autumn,Nov,NH,-0.41
1904-11-01,Autumn,Nov,NH,-0.08
1905-11-01,Autumn,Nov,NH,0.10
1906-11-01,Autumn,Nov,NH,-0.39
1907-11-01,Autumn,Nov,NH,-0.55
1908-11-01,Autumn,Nov,NH,-0.62
1909-11-01,Autumn,Nov,NH,-0.11
1910-11-01,Autumn,Nov,NH,-0.57
1911-11-01,Autumn,Nov,NH,-0.20
1912-11-01,Autumn,Nov,NH,-0.50
1913-11-01,Autumn,Nov,NH,-0.14
1914-11-01,Autumn,Nov,NH,-0.21
1915-11-01,Autumn,Nov,NH,-0.03
1916-11-01,Autumn,Nov,NH,-0.46
1917-11-01,Autumn,Nov,NH,-0.32
1918-11-01,Autumn,Nov,NH,-0.22
1919-11-01,Autumn,Nov,NH,-0.47
1920-11-01,Autumn,Nov,NH,-0.45
1921-11-01,Autumn,Nov,NH,-0.09
1922-11-01,Autumn,Nov,NH,-0.13
1923-11-01,Autumn,Nov,NH,0.16
1924-11-01,Autumn,Nov,NH,0.11
1925-11-01,Autumn,Nov,NH,0.22
1926-11-01,Autumn,Nov,NH,0.17
1927-11-01,Autumn,Nov,NH,0.11
1928-11-01,Autumn,Nov,NH,0.06
1929-11-01,Autumn,Nov,NH,-0.02
1930-11-01,Autumn,Nov,NH,0.44
1931-11-01,Autumn,Nov,NH,0.26
1932-11-01,Autumn,Nov,NH,-0.32
1933-11-01,Autumn,Nov,NH,-0.24
1934-11-01,Autumn,Nov,NH,0.27
1935-11-01,Autumn,Nov,NH,-0.31
1936-11-01,Autumn,Nov,NH,0.15
1937-11-01,Autumn,Nov,NH,0.25
1938-11-01,Autumn,Nov,NH,0.32
1939-11-01,Autumn,Nov,NH,0.25
1940-11-01,Autumn,Nov,NH,0.31
1941-11-01,Autumn,Nov,NH,0.18
1942-11-01,Autumn,Nov,NH,0.26
1943-11-01,Autumn,Nov,NH,0.36
1944-11-01,Autumn,Nov,NH,0.19
1945-11-01,Autumn,Nov,NH,0.09
1946-11-01,Autumn,Nov,NH,0.08
1947-11-01,Autumn,Nov,NH,0.19
1948-11-01,Autumn,Nov,NH,0.04
1949-11-01,Autumn,Nov,NH,0.06
1950-11-01,Autumn,Nov,NH,-0.33
1951-11-01,Autumn,Nov,NH,0.08
1952-11-01,Autumn,Nov,NH,-0.21
1953-11-01,Autumn,Nov,NH,0.09
1954-11-01,Autumn,Nov,NH,0.34
1955-11-01,Autumn,Nov,NH,-0.34
1956-11-01,Autumn,Nov,NH,-0.26
1957-11-01,Autumn,Nov,NH,0.12
1958-11-01,Autumn,Nov,NH,0.03
1959-11-01,Autumn,Nov,NH,0.03
1960-11-01,Autumn,Nov,NH,-0.08
1961-11-01,Autumn,Nov,NH,0.08
1962-11-01,Autumn,Nov,NH,0.12
1963-11-01,Autumn,Nov,NH,0.43
1964-11-01,Autumn,Nov,NH,-0.21
1965-11-01,Autumn,Nov,NH,0.04
1966-11-01,Autumn,Nov,NH,0.02
1967-11-01,Autumn,Nov,NH,0.04
1968-11-01,Autumn,Nov,NH,-0.22
1969-11-01,Autumn,Nov,NH,0.14
1970-11-01,Autumn,Nov,NH,0.01
1971-11-01,Autumn,Nov,NH,-0.02
1972-11-01,Autumn,Nov,NH,-0.19
1973-11-01,Autumn,Nov,NH,-0.10
1974-11-01,Autumn,Nov,NH,-0.21
1975-11-01,Autumn,Nov,NH,-0.30
1976-11-01,Autumn,Nov,NH,-0.32
1977-11-01,Autumn,Nov,NH,0.27
1978-11-01,Autumn,Nov,NH,0.16
1979-11-01,Autumn,Nov,NH,0.24
1980-11-01,Autumn,Nov,NH,0.20
1981-11-01,Autumn,Nov,NH,0.35
1982-11-01,Autumn,Nov,NH,-0.11
1983-11-01,Autumn,Nov,NH,0.49
1984-11-01,Autumn,Nov,NH,-0.10
1985-11-01,Autumn,Nov,NH,0.02
1986-11-01,Autumn,Nov,NH,0.04
1987-11-01,Autumn,Nov,NH,0.10
1988-11-01,Autumn,Nov,NH,0.06
1989-11-01,Autumn,Nov,NH,0.11
1990-11-01,Autumn,Nov,NH,0.46
1991-11-01,Autumn,Nov,NH,0.32
1992-11-01,Autumn,Nov,NH,-0.09
1993-11-01,Autumn,Nov,NH,-0.21
1994-11-01,Autumn,Nov,NH,0.50
1995-11-01,Autumn,Nov,NH,0.57
1996-11-01,Autumn,Nov,NH,0.35
1997-11-01,Autumn,Nov,NH,0.59
1998-11-01,Autumn,Nov,NH,0.49
1999-11-01,Autumn,Nov,NH,0.53
2000-11-01,Autumn,Nov,NH,0.19
2001-11-01,Autumn,Nov,NH,0.97
2002-11-01,Autumn,Nov,NH,0.78
2003-11-01,Autumn,Nov,NH,0.66
2004-11-01,Autumn,Nov,NH,0.98
2005-11-01,Autumn,Nov,NH,1.05
2006-11-01,Autumn,Nov,NH,0.95
2007-11-01,Autumn,Nov,NH,0.81
