year,area,period,anomaly
1894,NH,JJA,-0.29
1895,NH,JJA,-0.22
1896,NH,JJA,-0.01
1897,NH,JJA,-0.02
1898,NH,JJA,-0.13
1899,NH,JJA,-0.19
1900,NH,JJA,-0.09
1901,NH,JJA,-0.04
1902,NH,JJA,-0.32
1903,NH,JJA,-0.47
1904,NH,JJA,-0.54
1905,NH,JJA,-0.24
1906,NH,JJA,-0.18
1907,NH,JJA,-0.43
1908,NH,JJA,-0.41
1909,NH,JJA,-0.44
1910,NH,JJA,-0.41
1911,NH,JJA,-0.38
1912,NH,JJA,-0.48
1913,NH,JJA,-0.49
1914,NH,JJA,-0.28
1915,NH,JJA,-0.13
1916,NH,JJA,-0.41
1917,NH,JJA,-0.41
1918,NH,JJA,-0.39
1919,NH,JJA,-0.35
1920,NH,JJA,-0.28
1921,NH,JJA,-0.15
1922,NH,JJA,-0.27
1923,NH,JJA,-0.26
1924,NH,JJA,-0.22
1925,NH,JJA,-0.23
1926,NH,JJA,-0.15
1927,NH,JJA,-0.13
1928,NH,JJA,-0.2
1929,NH,JJA,-0.31
1930,NH,JJA,-0.04
1931,NH,JJA,0.11
1932,NH,JJA,-0.12
1933,NH,JJA,-0.2
1934,NH,JJA,-0.05
1935,NH,JJA,-0.08
1936,NH,JJA,0.05
1937,NH,JJA,0.15
1938,NH,JJA,0.0
1939,NH,JJA,0.04
1940,NH,JJA,0.13
1941,NH,JJA,0.21
1942,NH,JJA,0.01
1943,NH,JJA,0.0
1944,NH,JJA,0.16
1945,NH,JJA,0.14
1946,NH,JJA,-0.06
1947,NH,JJA,-0.02
1948,NH,JJA,0.03
1949,NH,JJA,-0.11
1950,NH,JJA,-0.14
1951,NH,JJA,0.1
1952,NH,JJA,0.12
1953,NH,JJA,0.22
1954,NH,JJA,-0.05
1955,NH,JJA,-0.03
1956,NH,JJA,-0.22
1957,NH,JJA,0.13
1958,NH,JJA,0.07
1959,NH,JJA,0.09
1960,NH,JJA,0.12
1961,NH,JJA,0.09
1962,NH,JJA,0.0
1963,NH,JJA,0.07
1964,NH,JJA,-0.15
1965,NH,JJA,-0.2
1966,NH,JJA,0.1
1967,NH,JJA,0.02
1968,NH,JJA,-0.07
1969,NH,JJA,0.02
1970,NH,JJA,-0.03
1971,NH,JJA,-0.14
1972,NH,JJA,-0.08
1973,NH,JJA,0.08
1974,NH,JJA,-0.14
1975,NH,JJA,-0.09
1976,NH,JJA,-0.22
1977,NH,JJA,0.11
1978,NH,JJA,-0.12
1979,NH,JJA,0.06
1980,NH,JJA,0.14
1981,NH,JJA,0.17
1982,NH,JJA,-0.01
1983,NH,JJA,0.19
1984,NH,JJA,0.08
1985,NH,JJA,-0.03
1986,NH,JJA,0.05
1987,NH,JJA,0.23
1988,NH,JJA,0.36
1989,NH,JJA,0.27
1990,NH,JJA,0.4
1991,NH,JJA,0.41
1992,NH,JJA,-0.04
1993,NH,JJA,0.12
1994,NH,JJA,0.36
1995,NH,JJA,0.47
1996,NH,JJA,0.24
1997,NH,JJA,0.46
1998,NH,JJA,0.73
1999,NH,JJA,0.34
2000,NH,JJA,0.44
2001,NH,JJA,0.61
2002,NH,JJA,0.63
2003,NH,JJA,0.7
2004,NH,JJA,0.51
2005,NH,JJA,0.74
2006,NH,JJA,0.73
2007,NH,JJA,0.68
2008,NH,JJA,0.6
2009,NH,JJA,0.69
2010,NH,JJA,0.86
2011,NH,JJA,0.73
2012,NH,JJA,0.85
2013,NH,JJA,0.73
2014,NH,JJA,0.83
2015,NH,JJA,0.99
2016,NH,JJA,1.09
2017,NH,JJA,0.97
2018,NH,JJA,0.87
2019,NH,JJA,1.1
2020,NH,JJA,1.12
2021,NH,JJA,1.1
2022,NH,JJA,1.11
2023,NH,JJA,NULL
1880,SH,JJA,-0.11
1881,SH,JJA,-0.05
1882,SH,JJA,-0.06
1883,SH,JJA,-0.05
1884,SH,JJA,-0.19
1885,SH,JJA,-0.32
1886,SH,JJA,-0.23
1887,SH,JJA,-0.23
1888,SH,JJA,-0.2
1889,SH,JJA,-0.13
1890,SH,JJA,-0.34
1891,SH,JJA,-0.24
1892,SH,JJA,-0.28
1893,SH,JJA,-0.21
1894,SH,JJA,-0.28
1895,SH,JJA,-0.13
1896,SH,JJA,-0.11
1897,SH,JJA,-0.12
1898,SH,JJA,-0.33
1899,SH,JJA,-0.17
1900,SH,JJA,-0.1
1901,SH,JJA,-0.25
1902,SH,JJA,-0.25
1903,SH,JJA,-0.34
1904,SH,JJA,-0.44
1905,SH,JJA,-0.24
1906,SH,JJA,-0.23
1907,SH,JJA,-0.3
1908,SH,JJA,-0.38
1909,SH,JJA,-0.42
1910,SH,JJA,-0.32
1911,SH,JJA,-0.52
1912,SH,JJA,-0.31
1913,SH,JJA,-0.26
1914,SH,JJA,-0.15
1915,SH,JJA,-0.23
1916,SH,JJA,-0.36
1917,SH,JJA,-0.21
1918,SH,JJA,-0.27
1919,SH,JJA,-0.31
1920,SH,JJA,-0.33
1921,SH,JJA,-0.28
1922,SH,JJA,-0.34
1923,SH,JJA,-0.35
1924,SH,JJA,-0.37
1925,SH,JJA,-0.28
1926,SH,JJA,-0.27
1927,SH,JJA,-0.33
1928,SH,JJA,-0.32
1929,SH,JJA,-0.43
1930,SH,JJA,-0.32
1931,SH,JJA,-0.19
1932,SH,JJA,-0.36
1933,SH,JJA,-0.32
1934,SH,JJA,-0.19
1935,SH,JJA,-0.37
1936,SH,JJA,-0.34
1937,SH,JJA,-0.18
1938,SH,JJA,-0.22
1939,SH,JJA,-0.15
1940,SH,JJA,0.09
1941,SH,JJA,0.14
1942,SH,JJA,0.01
1943,SH,JJA,0.02
1944,SH,JJA,0.2
1945,SH,JJA,0.07
1946,SH,JJA,-0.3
1947,SH,JJA,-0.06
1948,SH,JJA,-0.21
1949,SH,JJA,-0.23
1950,SH,JJA,-0.06
1951,SH,JJA,-0.1
1952,SH,JJA,-0.08
1953,SH,JJA,-0.09
1954,SH,JJA,-0.32
1955,SH,JJA,-0.14
1956,SH,JJA,-0.13
1957,SH,JJA,0.09
1958,SH,JJA,-0.12
1959,SH,JJA,-0.06
1960,SH,JJA,-0.16
1961,SH,JJA,-0.01
1962,SH,JJA,0.02
1963,SH,JJA,0.15
1964,SH,JJA,-0.05
1965,SH,JJA,0.03
1966,SH,JJA,-0.1
1967,SH,JJA,-0.05
1968,SH,JJA,-0.13
1969,SH,JJA,0.01
1970,SH,JJA,-0.05
1971,SH,JJA,-0.03
1972,SH,JJA,0.22
1973,SH,JJA,0.17
1974,SH,JJA,0.15
1975,SH,JJA,-0.03
1976,SH,JJA,0.0
1977,SH,JJA,0.32
1978,SH,JJA,0.05
1979,SH,JJA,0.18
1980,SH,JJA,0.27
1981,SH,JJA,0.46
1982,SH,JJA,0.17
1983,SH,JJA,0.33
1984,SH,JJA,0.2
1985,SH,JJA,0.26
1986,SH,JJA,0.21
1987,SH,JJA,0.45
1988,SH,JJA,0.39
1989,SH,JJA,0.28
1990,SH,JJA,0.38
1991,SH,JJA,0.51
1992,SH,JJA,0.33
1993,SH,JJA,0.27
1994,SH,JJA,0.28
1995,SH,JJA,0.42
1996,SH,JJA,0.49
1997,SH,JJA,0.41
1998,SH,JJA,0.66
1999,SH,JJA,0.37
2000,SH,JJA,0.36
2001,SH,JJA,0.46
2002,SH,JJA,0.48
2003,SH,JJA,0.44
2004,SH,JJA,0.27
2005,SH,JJA,0.5
2006,SH,JJA,0.54
2007,SH,JJA,0.52
2008,SH,JJA,0.43
2009,SH,JJA,0.68
2010,SH,JJA,0.45
2011,SH,JJA,0.64
2012,SH,JJA,0.4
2013,SH,JJA,0.58
2014,SH,JJA,0.56
2015,SH,JJA,0.58
2016,SH,JJA,0.69
2017,SH,JJA,0.64
2018,SH,JJA,0.69
2019,SH,JJA,0.76
2020,SH,JJA,0.68
2021,SH,JJA,0.62
2022,SH,JJA,0.75
2023,SH,JJA,NULL
1880,GLB,SON,-0.2
1881,GLB,SON,-0.18
1882,GLB,SON,-0.18
1883,GLB,SON,-0.19
1884,GLB,SON,-0.28
1885,GLB,SON,-0.25
1886,GLB,SON,-0.26
1887,GLB,SON,-0.29
1888,GLB,SON,-0.02
1889,GLB,SON,-0.27
1890,GLB,SON,-0.35
1891,GLB,SON,-0.23
1892,GLB,SON,-0.24
1893,GLB,SON,-0.19
1894,GLB,SON,-0.25
1895,GLB,SON,-0.13
1896,GLB,SON,-0.01
1897,GLB,SON,-0.13
1898,GLB,SON,-0.31
1899,GLB,SON,0.01
1900,GLB,SON,0.0
1901,GLB,SON,-0.22
1902,GLB,SON,-0.3
1903,GLB,SON,-0.46
1904,GLB,SON,-0.37
1905,GLB,SON,-0.17
1906,GLB,SON,-0.28
1907,GLB,SON,-0.34
1908,GLB,SON,-0.44
1909,GLB,SON,-0.36
1910,GLB,SON,-0.45
1911,GLB,SON,-0.29
1912,GLB,SON,-0.51
1913,GLB,SON,-0.29
1914,GLB,SON,-0.12
1915,GLB,SON,-0.19
1916,GLB,SON,-0.38
1917,GLB,SON,-0.33
1918,GLB,SON,-0.11
1919,GLB,SON,-0.29
1920,GLB,SON,-0.25
1921,GLB,SON,-0.12
1922,GLB,SON,-0.27
1923,GLB,SON,-0.15
1924,GLB,SON,-0.29
1925,GLB,SON,-0.1
1926,GLB,SON,-0.1
1927,GLB,SON,-0.06
1928,GLB,SON,-0.16
1929,GLB,SON,-0.17
1930,GLB,SON,-0.03
1931,GLB,SON,-0.02
1932,GLB,SON,-0.15
1933,GLB,SON,-0.28
1934,GLB,SON,-0.06
1935,GLB,SON,-0.17
1936,GLB,SON,-0.03
1937,GLB,SON,0.09
1938,GLB,SON,0.08
1939,GLB,SON,-0.01
1940,GLB,SON,0.15
1941,GLB,SON,0.2
1942,GLB,SON,0.03
1943,GLB,SON,0.16
1944,GLB,SON,0.22
1945,GLB,SON,0.15
1946,GLB,SON,-0.07
1947,GLB,SON,-0.01
1948,GLB,SON,-0.1
1949,GLB,SON,-0.1
1950,GLB,SON,-0.21
1951,GLB,SON,0.04
1952,GLB,SON,-0.02
1953,GLB,SON,0.03
1954,GLB,SON,-0.01
1955,GLB,SON,-0.14
1956,GLB,SON,-0.19
1957,GLB,SON,0.06
1958,GLB,SON,0.01
1959,GLB,SON,-0.07
1960,GLB,SON,0.0
1961,GLB,SON,0.04
1962,GLB,SON,0.02
1963,GLB,SON,0.16
1964,GLB,SON,-0.27
1965,GLB,SON,-0.09
1966,GLB,SON,-0.07
1967,GLB,SON,-0.01
1968,GLB,SON,-0.05
1969,GLB,SON,0.1
1970,GLB,SON,0.05
1971,GLB,SON,-0.06
1972,GLB,SON,0.04
1973,GLB,SON,0.08
1974,GLB,SON,-0.07
1975,GLB,SON,-0.1
1976,GLB,SON,-0.12
1977,GLB,SON,0.07
1978,GLB,SON,0.07
1979,GLB,SON,0.26
1980,GLB,SON,0.21
1981,GLB,SON,0.16
1982,GLB,SON,0.15
1983,GLB,SON,0.28
1984,GLB,SON,0.14
1985,GLB,SON,0.1
1986,GLB,SON,0.1
1987,GLB,SON,0.32
1988,GLB,SON,0.29
1989,GLB,SON,0.28
1990,GLB,SON,0.38
1991,GLB,SON,0.34
1992,GLB,SON,0.03
1993,GLB,SON,0.13
1994,GLB,SON,0.39
1995,GLB,SON,0.42
1996,GLB,SON,0.27
1997,GLB,SON,0.59
1998,GLB,SON,0.42
1999,GLB,SON,0.36
2000,GLB,SON,0.32
2001,GLB,SON,0.58
2002,GLB,SON,0.58
2003,GLB,SON,0.62
2004,GLB,SON,0.61
2005,GLB,SON,0.73
2006,GLB,SON,0.69
2007,GLB,SON,0.59
2008,GLB,SON,0.65
2009,GLB,SON,0.72
2010,GLB,SON,0.71
2011,GLB,SON,0.6
2012,GLB,SON,0.76
2013,GLB,SON,0.76
2014,GLB,SON,0.78
2015,GLB,SON,1.0
2016,GLB,SON,0.9
2017,GLB,SON,0.85
2018,GLB,SON,0.88
2019,GLB,SON,0.98
2020,GLB,SON,0.99
2021,GLB,SON,0.95
2022,GLB,SON,0.86
2023,GLB,SON,NULL
1880,NH,SON,-0.33
1881,NH,SON,-0.36
1882,NH,SON,-0.37
1883,NH,SON,-0.32
1884,NH,SON,-0.49
1885,NH,SON,-0.38
1886,NH,SON,-0.34
1887,NH,SON,-0.32
1888,NH,SON,-0.08
1889,NH,SON,-0.44
1890,NH,SON,-0.36
1891,NH,SON,-0.3
1892,NH,SON,-0.43
1893,NH,SON,-0.3
1894,NH,SON,-0.35
1895,NH,SON,-0.09
1896,NH,SON,-0.09
1897,NH,SON,-0.15
1898,NH,SON,-0.35
1899,NH,SON,0.12
1900,NH,SON,0.03
1901,NH,SON,-0.26
1902,NH,SON,-0.35
1903,NH,SON,-0.46
1904,NH,SON,-0.37
1905,NH,SON,-0.12
1906,NH,SON,-0.27
1907,NH,SON,-0.38
1908,NH,SON,-0.46
1909,NH,SON,-0.28
1910,NH,SON,-0.44
1911,NH,SON,-0.26
1912,NH,SON,-0.72
1913,NH,SON,-0.32
1914,NH,SON,-0.18
1915,NH,SON,-0.17
1916,NH,SON,-0.44
1917,NH,SON,-0.43
1918,NH,SON,-0.18
1919,NH,SON,-0.26
1920,NH,SON,-0.4
1921,NH,SON,-0.09
1922,NH,SON,-0.3
1923,NH,SON,0.02
1924,NH,SON,-0.12
1925,NH,SON,0.03
1926,NH,SON,0.07
1927,NH,SON,0.12
1928,NH,SON,-0.06
1929,NH,SON,-0.08
1930,NH,SON,0.15
1931,NH,SON,0.27
1932,NH,SON,-0.02
1933,NH,SON,-0.23
1934,NH,SON,0.09
1935,NH,SON,-0.08
1936,NH,SON,0.1
1937,NH,SON,0.29
1938,NH,SON,0.26
1939,NH,SON,0.15
1940,NH,SON,0.28
1941,NH,SON,0.26
1942,NH,SON,0.21
1943,NH,SON,0.32
1944,NH,SON,0.33
1945,NH,SON,0.18
1946,NH,SON,0.02
1947,NH,SON,0.19
1948,NH,SON,0.03
1949,NH,SON,0.01
1950,NH,SON,-0.16
1951,NH,SON,0.24
1952,NH,SON,-0.03
1953,NH,SON,0.18
1954,NH,SON,0.19
1955,NH,SON,-0.08
1956,NH,SON,-0.28
1957,NH,SON,0.1
1958,NH,SON,0.06
1959,NH,SON,0.04
1960,NH,SON,0.03
1961,NH,SON,0.01
1962,NH,SON,0.08
1963,NH,SON,0.33
1964,NH,SON,-0.27
1965,NH,SON,-0.06
1966,NH,SON,-0.01
1967,NH,SON,0.1
1968,NH,SON,-0.09
1969,NH,SON,0.07
1970,NH,SON,-0.08
1971,NH,SON,-0.11
1972,NH,SON,-0.17
1973,NH,SON,-0.08
1974,NH,SON,-0.2
1975,NH,SON,-0.19
1976,NH,SON,-0.32
1977,NH,SON,0.13
1978,NH,SON,0.05
1979,NH,SON,0.22
1980,NH,SON,0.14
1981,NH,SON,0.24
1982,NH,SON,-0.02
1983,NH,SON,0.29
1984,NH,SON,-0.02
1985,NH,SON,0.02
1986,NH,SON,0.03
1987,NH,SON,0.24
1988,NH,SON,0.18
1989,NH,SON,0.2
1990,NH,SON,0.45
1991,NH,SON,0.32
1992,NH,SON,-0.15
1993,NH,SON,-0.05
1994,NH,SON,0.46
1995,NH,SON,0.53
1996,NH,SON,0.14
1997,NH,SON,0.58
1998,NH,SON,0.55
1999,NH,SON,0.44
2000,NH,SON,0.28
2001,NH,SON,0.71
2002,NH,SON,0.65
2003,NH,SON,0.81
2004,NH,SON,0.76
2005,NH,SON,0.97
2006,NH,SON,0.91
2007,NH,SON,0.77
2008,NH,SON,0.8
2009,NH,SON,0.83
2010,NH,SON,0.93
2011,NH,SON,0.77
2012,NH,SON,0.92
2013,NH,SON,0.88
2014,NH,SON,0.86
2015,NH,SON,1.28
2016,NH,SON,1.13
2017,NH,SON,1.09
2018,NH,SON,1.06
2019,NH,SON,1.24
2020,NH,SON,1.34
2021,NH,SON,1.22
2022,NH,SON,1.19
2023,NH,SON,NULL
1880,SH,SON,-0.06
1881,SH,SON,-0.01
1882,SH,SON,0.0
1883,SH,SON,-0.06
1884,SH,SON,-0.09
1885,SH,SON,-0.14
1886,SH,SON,-0.17
1887,SH,SON,-0.25
1888,SH,SON,0.03
1889,SH,SON,-0.1
1890,SH,SON,-0.34
1891,SH,SON,-0.16
1892,SH,SON,-0.05
1893,SH,SON,-0.09
1894,SH,SON,-0.14
1895,SH,SON,-0.16
1896,SH,SON,0.07
1897,SH,SON,-0.09
1898,SH,SON,-0.27
1899,SH,SON,-0.08
1900,SH,SON,-0.02
1901,SH,SON,-0.18
1902,SH,SON,-0.25
1903,SH,SON,-0.47
1904,SH,SON,-0.37
1905,SH,SON,-0.19
1906,SH,SON,-0.3
1907,SH,SON,-0.29
1908,SH,SON,-0.41
1909,SH,SON,-0.46
1910,SH,SON,-0.46
1911,SH,SON,-0.32
1912,SH,SON,-0.29
1913,SH,SON,-0.24
1914,SH,SON,-0.04
1915,SH,SON,-0.2
1916,SH,SON,-0.35
1917,SH,SON,-0.26
1918,SH,SON,-0.04
1919,SH,SON,-0.32
1920,SH,SON,-0.09
1921,SH,SON,-0.13
1922,SH,SON,-0.26
1923,SH,SON,-0.31
1924,SH,SON,-0.47
1925,SH,SON,-0.22
1926,SH,SON,-0.26
1927,SH,SON,-0.24
1928,SH,SON,-0.25
1929,SH,SON,-0.25
1930,SH,SON,-0.19
1931,SH,SON,-0.29
1932,SH,SON,-0.27
1933,SH,SON,-0.34
1934,SH,SON,-0.2
1935,SH,SON,-0.24
1936,SH,SON,-0.15
1937,SH,SON,-0.1
1938,SH,SON,-0.12
1939,SH,SON,-0.17
1940,SH,SON,0.04
1941,SH,SON,0.17
1942,SH,SON,-0.16
1943,SH,SON,0.0
1944,SH,SON,0.11
1945,SH,SON,0.14
1946,SH,SON,-0.16
1947,SH,SON,-0.21
1948,SH,SON,-0.24
1949,SH,SON,-0.21
1950,SH,SON,-0.28
1951,SH,SON,-0.14
1952,SH,SON,-0.02
1953,SH,SON,-0.1
1954,SH,SON,-0.23
1955,SH,SON,-0.22
1956,SH,SON,-0.11
1957,SH,SON,0.02
1958,SH,SON,-0.03
1959,SH,SON,-0.17
1960,SH,SON,-0.02
1961,SH,SON,0.07
1962,SH,SON,-0.02
1963,SH,SON,0.0
1964,SH,SON,-0.28
1965,SH,SON,-0.11
1966,SH,SON,-0.13
1967,SH,SON,-0.12
1968,SH,SON,0.0
1969,SH,SON,0.13
1970,SH,SON,0.18
1971,SH,SON,-0.02
1972,SH,SON,0.25
1973,SH,SON,0.23
1974,SH,SON,0.05
1975,SH,SON,-0.03
1976,SH,SON,0.08
1977,SH,SON,0.02
1978,SH,SON,0.1
1979,SH,SON,0.31
1980,SH,SON,0.28
1981,SH,SON,0.1
1982,SH,SON,0.32
1983,SH,SON,0.28
1984,SH,SON,0.3
1985,SH,SON,0.17
1986,SH,SON,0.16
1987,SH,SON,0.42
1988,SH,SON,0.39
1989,SH,SON,0.35
1990,SH,SON,0.31
1991,SH,SON,0.36
1992,SH,SON,0.2
1993,SH,SON,0.31
1994,SH,SON,0.33
1995,SH,SON,0.3
1996,SH,SON,0.4
1997,SH,SON,0.61
1998,SH,SON,0.3
1999,SH,SON,0.28
2000,SH,SON,0.35
2001,SH,SON,0.45
2002,SH,SON,0.53
2003,SH,SON,0.45
2004,SH,SON,0.46
2005,SH,SON,0.49
2006,SH,SON,0.48
2007,SH,SON,0.4
2008,SH,SON,0.51
2009,SH,SON,0.62
2010,SH,SON,0.49
2011,SH,SON,0.43
2012,SH,SON,0.62
2013,SH,SON,0.64
2014,SH,SON,0.7
2015,SH,SON,0.73
2016,SH,SON,0.68
2017,SH,SON,0.6
2018,SH,SON,0.7
2019,SH,SON,0.72
2020,SH,SON,0.64
2021,SH,SON,0.68
2022,SH,SON,0.53
2023,SH,SON,NULL
